Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
Wesley,Internacional,536,br BRA,"FW,MF",26.0,1999,10,10,763,8.5,0,2,2,0,0,0,1,0,0.6,0.6,0.7,1.4,27,23,69,0.00,0.24,0.24,0.00,0.24,0.08,0.08,0.16,0.08,0.16,Matches,Brazil,stats_standard,8.5,165,225,73.3,2598,593,87,105,82.9,58,80,72.5,16,22,72.7,2,0.7,1.5,+1.3,7,12,9,4,23,Matches,0,17,5,29.4,2.01,0.59,0.00,0.00,19.6,0,0,0,0.04,-0.6,-0.6,Matches,344,3,24,155,169,30,344,35,16,45.7,15,42.9,224,1438,660,27,17,9,26,25,253,69,Matches,28,3.30,15,0,6,3,3,1,3,0.35,2,0,1,0,0,0,Matches,225,215,10,2,1,1,18,6,0,0,0,0,165,0,7,Matches,,,,,,,,
Wesley Fofana,Chelsea,186,fr FRA,DF,23.0,2000,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches,England,stats_standard,13.0,724,803,90.2,12262,3415,306,326,93.9,385,416,92.5,26,42,61.9,0,0.4,0.2,-0.4,6,54,1,0,32,Matches,0,3,0,0.0,0.23,0.00,0.00,,10.6,0,0,0,0.13,-0.4,-0.4,Matches,933,81,370,523,55,10,933,15,8,53.3,3,20.0,557,3149,1614,19,12,1,16,5,665,4,Matches,15,1.15,12,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4,Matches,,,,,,,,
Wesley Saïd,Lens,463,fr FRA,FW,29.0,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,3.2,3.2,1.0,4.2,16,24,53,0.30,0.00,0.30,0.30,0.30,0.32,0.10,0.42,0.32,0.42,Matches,France,stats_standard,10.1,193,248,77.8,2430,495,124,146,84.9,56,68,82.4,4,15,26.7,0,1.0,1.0,-1.0,9,11,12,0,24,Matches,3,17,7,41.2,1.69,0.70,0.18,0.43,11.2,0,0,0,0.19,-0.2,-0.2,Matches,325,3,21,151,156,41,325,19,9,47.4,10,52.6,185,884,419,16,10,8,18,9,239,53,Matches,27,2.69,18,0,5,1,2,1,0,0.00,0,0,0,0,0,0,Matches,248,227,20,2,2,1,8,2,0,0,0,0,193,1,3,Matches,,,,,,,,
Wessel Kuhn,PSV Eindhoven,249,nl NED,DF,17.0,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Netherlands,stats_standard,0.1,10,14,71.4,168,15,6,8,75.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,18,0,4,7,8,1,18,1,1,100.0,0,0.0,6,24,15,0,1,0,1,0,7,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,14,10,4,1,0,0,1,3,0,0,0,0,10,0,0,Matches,,,,,,,,
Weston McKennie,Juventus,378,us USA,"MF,DF",25.0,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,2.9,2.9,3.6,6.5,28,101,153,0.08,0.16,0.23,0.08,0.23,0.11,0.14,0.25,0.11,0.25,Matches,Italy,stats_standard,25.7,928,1117,83.1,14100,3768,535,602,88.9,303,354,85.6,60,92,65.2,4,3.6,3.5,+0.4,32,70,22,2,101,Matches,2,22,8,36.4,0.86,0.31,0.09,0.25,12.6,0,0,0,0.13,-0.9,-0.9,Matches,1350,51,259,593,508,57,1350,34,20,58.8,11,32.4,719,2986,1353,28,31,7,41,26,911,153,Matches,60,2.34,50,3,1,3,3,0,9,0.35,9,0,0,0,0,0,Matches,1117,1017,95,4,6,4,19,89,0,0,0,0,928,5,19,Matches,,,,,,,,
Weverson,Arouca,575,br BRA,DF,24.0,2000,26,22,1871,20.8,1,2,3,1,0,0,4,0,0.6,0.6,1.3,1.9,43,43,105,0.05,0.10,0.14,0.05,0.14,0.03,0.06,0.09,0.03,0.09,Matches,Portugal,stats_standard,20.8,698,939,74.3,11637,3899,352,400,88.0,264,336,78.6,63,138,45.7,2,1.3,1.2,+0.7,15,29,11,8,43,Matches,1,11,2,18.2,0.53,0.10,0.09,0.50,22.6,1,0,0,0.06,+0.4,+0.4,Matches,1171,72,410,465,307,24,1171,33,21,63.6,11,33.3,590,3073,1528,43,24,6,28,15,651,105,Matches,41,1.97,30,5,2,2,2,0,3,0.14,2,1,0,0,0,0,Matches,939,727,209,27,1,6,64,175,7,4,2,0,698,3,31,Matches,,,,,,,,
Wilfred Ndidi,Leicester City,377,ng NGA,MF,27.0,1996,28,28,2324,25.8,0,5,5,0,0,0,8,0,2.0,2.0,1.9,3.9,18,70,75,0.00,0.19,0.19,0.00,0.19,0.08,0.07,0.15,0.08,0.15,Matches,England,stats_standard,25.8,839,1045,80.3,12034,3031,463,530,87.4,282,343,82.2,39,73,53.4,5,1.9,1.5,+3.1,17,68,11,3,70,Matches,0,22,8,36.4,0.85,0.31,0.00,0.00,13.9,0,0,0,0.09,-2.0,-2.0,Matches,1400,119,461,699,253,61,1400,33,13,39.4,18,54.5,670,2727,1101,18,23,2,37,33,834,75,Matches,31,1.20,29,0,1,1,0,0,4,0.15,4,0,0,0,0,0,Matches,1045,1020,22,13,4,4,30,9,0,0,0,0,839,3,26,Matches,,,,,,,,
Wilfried Ndollo,Montpellier,391,cm CMR,DF,19.0,2005,8,3,401,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,7,18,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,France,stats_standard,4.5,151,190,79.5,2006,581,96,102,94.1,45,56,80.4,3,13,23.1,0,0.0,0.1,0.0,1,4,0,0,7,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,251,9,83,97,74,2,251,8,1,12.5,3,37.5,119,554,257,5,2,1,11,5,143,18,Matches,4,0.90,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,190,154,34,2,0,0,6,32,0,0,0,0,151,2,7,Matches,,,,,,,,
Wilfried Singo,Monaco,495,ci CIV,DF,23.0,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.04,0.09,0.13,0.04,0.13,0.08,0.06,0.14,0.08,0.14,Matches,France,stats_standard,23.3,1252,1452,86.2,23389,7968,449,487,92.2,698,756,92.3,92,176,52.3,2,1.5,1.5,+0.5,7,102,11,1,118,Matches,1,17,5,29.4,0.73,0.21,0.06,0.20,10.8,0,0,0,0.11,-0.9,-0.9,Matches,1703,141,637,965,125,29,1703,13,6,46.2,6,46.2,951,5285,3094,35,22,4,11,7,1091,27,Matches,19,0.82,14,1,0,2,0,2,2,0.09,1,0,0,0,0,1,Matches,1452,1346,100,64,1,10,10,36,0,0,0,0,1252,6,8,Matches,,,,,,,,
Wilfried Zaha,Lyon,542,ci CIV,FW,31.0,1992,4,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,9,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,France,stats_standard,0.8,28,32,87.5,388,49,14,15,93.3,12,12,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,0,1,1,100.0,1.23,1.23,0.00,0.00,17.2,0,0,0,0.06,-0.1,-0.1,Matches,49,0,2,22,26,4,49,5,3,60.0,2,40.0,30,100,23,1,0,1,2,6,39,9,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32,31,1,1,0,0,0,0,0,0,0,0,28,0,2,Matches,,,,,,,,
Wilker Ángel,Juventude,21,ve VEN,DF,32.0,1993,5,4,362,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,11,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Brazil,stats_standard,4.0,148,191,77.5,3076,1048,38,40,95.0,94,108,87.0,16,42,38.1,0,0.0,0.0,0.0,1,2,0,0,11,Matches,0,3,0,0.0,0.75,0.00,0.00,,12.2,0,0,0,0.04,-0.1,-0.1,Matches,243,45,142,94,7,3,243,0,0,,0,,118,556,256,0,1,0,0,0,141,0,Matches,3,0.75,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,191,176,15,13,0,1,0,1,0,0,0,0,148,0,1,Matches,,,,,,,,
Will Alves,Leicester City,20,eng ENG,FW,19.0,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,England,stats_standard,0.0,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,1,0,0,0,1,0,1,0,0,,0,,1,5,5,0,0,0,0,0,1,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,,,,,,,,
Will Ferry,Dundee United,101,ie IRL,"MF,DF",23.0,2000,35,35,3145,34.9,0,4,4,0,0,0,12,0,,,,,,,,0.00,0.11,0.11,0.00,0.11,,,,,,,Scotland,stats_standard,34.9,,,,,,,,,,,,,,,4,,,,,,,,,,0,18,3,16.7,0.52,0.09,0.00,0.00,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,217,,,,,,,,,Matches,,,,,,Matches,Matches,
Will Hughes,Crystal Palace,245,eng ENG,MF,29.0,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.00,0.13,0.13,0.00,0.13,0.05,0.13,0.18,0.05,0.18,Matches,England,stats_standard,23.4,737,970,76.0,11688,4132,373,424,88.0,288,349,82.5,48,129,37.2,3,3.1,2.6,-0.1,33,76,15,3,87,Matches,0,22,1,4.5,0.94,0.04,0.00,0.00,22.3,0,0,0,0.05,-1.1,-1.1,Matches,1203,48,295,615,308,17,1203,16,5,31.3,7,43.8,532,2718,1276,20,24,1,21,30,659,27,Matches,67,2.86,42,17,1,2,5,0,6,0.26,2,3,0,1,0,0,Matches,970,856,106,34,1,2,71,1,54,41,2,0,737,8,11,Matches,,,,,,,,
Will Lankshear,Tottenham,301,eng ENG,"FW,MF",19.0,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,England,stats_standard,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,,,,,,,,
Will Nightingale,Ross County,246,eng ENG,DF,28.0,1995,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Scotland,stats_standard,6.0,,,,,,,,,,,,,,,0,,,,,,,,,,0,3,0,0.0,0.50,0.00,0.00,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,1,,,,,,,,,Matches,,,,,,Matches,Matches,
Willi Orban,RB Leipzig,321,hu HUN,DF,31.0,1992,25,25,2222,24.7,5,0,5,5,0,0,4,2,4.0,4.0,1.0,5.0,15,106,8,0.20,0.00,0.20,0.20,0.20,0.16,0.04,0.20,0.16,0.20,Matches,Germany,stats_standard,24.7,1530,1750,87.4,28362,10446,494,563,87.7,932,989,94.2,90,155,58.1,0,1.0,0.7,-1.0,8,106,7,1,106,Matches,5,22,7,31.8,0.89,0.28,0.23,0.71,8.3,0,0,0,0.18,+1.0,+1.0,Matches,2101,268,954,1061,97,45,2101,4,3,75.0,0,0.0,1083,5180,2827,15,6,2,15,4,1320,8,Matches,21,0.85,18,0,0,1,0,2,3,0.12,3,0,0,0,0,0,Matches,1750,1686,55,43,0,2,5,4,0,0,0,0,1530,9,13,Matches,,,,,,,,
William,Cruzeiro,538,br BRA,DF,30.0,1995,8,5,528,5.9,0,2,2,0,0,0,1,0,0.3,0.3,1.5,1.8,8,15,33,0.00,0.34,0.34,0.00,0.34,0.05,0.26,0.31,0.05,0.31,Matches,Brazil,stats_standard,5.9,243,340,71.5,4244,1831,130,151,86.1,74,106,69.8,36,69,52.2,2,1.5,0.8,+0.5,10,9,7,4,15,Matches,0,6,2,33.3,1.02,0.34,0.00,0.00,20.9,1,0,0,0.05,-0.3,-0.3,Matches,447,27,180,145,126,9,447,19,9,47.4,9,47.4,204,946,386,8,7,1,9,5,198,33,Matches,22,3.75,12,6,0,1,2,1,3,0.51,3,0,0,0,0,0,Matches,340,255,84,6,1,2,32,67,11,1,7,0,243,1,11,Matches,,,,,,,,
William Alarcón,Boca Juniors,23,cl CHI,MF,24.0,2000,8,5,437,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.6,5,31,14,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches,Argentina,stats_standard,4.9,188,227,82.8,3500,1049,76,85,89.4,84,95,88.4,25,37,67.6,0,0.3,0.5,-0.3,8,20,3,1,31,Matches,0,8,1,12.5,1.65,0.21,0.00,0.00,28.1,2,0,0,0.03,-0.2,-0.2,Matches,265,10,49,158,60,3,265,8,6,75.0,2,25.0,144,560,281,5,8,0,3,3,195,14,Matches,18,3.71,12,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,227,206,19,11,1,1,12,2,6,1,5,0,188,2,4,Matches,,,,,,,,
William Carvalho,Betis,121,pt POR,MF,32.0,1992,14,6,484,5.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.5,5,45,10,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches,Spain,stats_standard,5.4,343,395,86.8,5141,1591,192,208,92.3,113,123,91.9,22,33,66.7,0,0.2,0.7,-0.2,6,44,4,0,45,Matches,0,4,1,25.0,0.74,0.19,0.00,0.00,16.7,0,0,0,0.06,-0.2,-0.2,Matches,432,11,94,255,87,6,432,5,3,60.0,1,20.0,294,1213,592,5,9,0,6,6,342,10,Matches,14,2.60,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,395,383,10,10,0,4,2,0,0,0,0,0,343,2,8,Matches,,,,,,,,
William Dickson,Motherwell,80,eng ENG,MF,19.0,2004,7,1,130,1.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,Scotland,stats_standard,1.4,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,,0.00,0.00,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,0,,,,,,,,,Matches,,,,,,Matches,Matches,
William Gomes,Porto,213,br BRA,"MF,FW",18.0,2006,8,0,155,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,7,19,0.00,0.00,0.00,0.00,0.00,0.13,0.18,0.32,0.13,0.32,Matches,Portugal,stats_standard,1.7,43,74,58.1,819,256,21,29,72.4,17,30,56.7,5,10,50.0,0,0.3,0.1,-0.3,4,3,0,0,7,Matches,0,3,1,33.3,1.74,0.58,0.00,0.00,16.0,0,0,0,0.08,-0.2,-0.2,Matches,105,0,15,37,56,9,105,10,4,40.0,4,40.0,46,249,146,4,5,2,3,1,55,19,Matches,5,2.90,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,74,66,8,2,0,0,16,5,1,0,1,0,43,0,6,Matches,,,,,,,,
William Osula,Newcastle Utd,404,dk DEN,FW,20.0,2003,14,0,134,1.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,5,4,17,0.67,0.00,0.67,0.67,0.67,0.11,0.10,0.21,0.11,0.21,Matches,England,stats_standard,1.5,18,29,62.1,200,68,14,20,70.0,3,5,60.0,0,1,0.0,0,0.1,0.1,-0.1,2,2,1,0,4,Matches,1,4,1,25.0,2.69,0.67,0.25,1.00,13.5,0,0,0,0.04,+0.8,+0.8,Matches,56,1,4,21,32,8,56,6,3,50.0,3,50.0,37,252,126,5,1,2,7,6,42,17,Matches,4,2.69,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,29,27,2,0,0,0,4,0,0,0,0,0,18,0,0,Matches,,,,,,,,
William Saliba,Arsenal,451,fr FRA,DF,23.0,2001,35,35,3039,33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,0.06,0.00,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,Matches,England,stats_standard,33.8,2413,2559,94.3,41458,12540,1026,1071,95.8,1255,1306,96.1,123,154,79.9,0,0.9,1.3,-0.9,7,180,6,0,138,Matches,2,6,2,33.3,0.18,0.06,0.33,1.00,5.4,0,0,0,0.38,-0.3,-0.3,Matches,2824,190,1127,1571,142,18,2824,19,12,63.2,6,31.6,1756,7626,4154,16,17,1,19,8,2137,6,Matches,27,0.80,25,0,0,1,0,1,1,0.03,1,0,0,0,0,0,Matches,2559,2508,46,36,1,10,3,4,0,0,0,0,2413,5,4,Matches,,,,,,,,
William Smallbone,Southampton,478,ie IRL,MF,24.0,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.13,0.00,0.13,0.13,0.13,0.07,0.10,0.17,0.07,0.17,Matches,England,stats_standard,7.7,270,356,75.8,4399,1203,130,154,84.4,112,131,85.5,20,53,37.7,0,0.7,0.9,-0.7,10,13,4,3,27,Matches,1,7,1,14.3,0.91,0.13,0.14,1.00,17.6,1,0,0,0.08,+0.4,+0.4,Matches,431,17,83,213,139,17,431,6,4,66.7,2,33.3,193,787,397,5,9,1,12,6,262,25,Matches,16,2.09,12,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,356,294,60,12,1,2,36,4,25,15,7,0,270,2,8,Matches,,,,,,,,
Williams Barlasina,Aldosivi,68,ar ARG,GK,27.0,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Argentina,stats_standard,4.0,67,99,67.7,1753,1410,17,17,100.0,35,35,100.0,15,47,31.9,0,0.0,0.0,0.0,0,4,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,105,83,105,0,0,0,105,1,1,100.0,0,0.0,47,310,215,0,0,0,0,0,29,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,99,57,42,9,0,1,0,0,0,0,0,0,67,0,0,Matches,,,,,,,,
Willian,Fulham,557,br BRA,"FW,MF",35.0,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.00,0.00,0.00,0.00,0.00,0.10,0.18,0.28,0.10,0.28,Matches,England,stats_standard,2.9,178,208,85.6,3198,855,86,91,94.5,75,88,85.2,17,23,73.9,0,0.5,0.7,-0.5,7,19,10,2,40,Matches,0,7,0,0.0,2.45,0.00,0.00,,22.1,0,0,0,0.04,-0.3,-0.3,Matches,231,1,18,83,134,7,231,7,1,14.3,4,57.1,148,1005,503,11,10,2,3,1,183,33,Matches,17,5.93,11,4,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,208,196,11,2,0,4,16,2,7,3,4,0,178,1,1,Matches,,,,,,,,
Willian,Vitória,539,br BRA,MF,32.0,1993,4,2,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,7,5,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.09,0.05,0.09,Matches,Brazil,stats_standard,1.8,70,84,83.3,1070,248,41,43,95.3,24,32,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,11,0,0,7,Matches,0,3,0,0.0,1.63,0.00,0.00,,21.6,0,0,0,0.03,-0.1,-0.1,Matches,104,6,18,73,14,2,104,1,1,100.0,0,0.0,54,226,136,2,1,0,6,2,68,5,Matches,3,1.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,84,82,2,0,0,0,1,2,0,0,0,0,70,0,2,Matches,,,,,,,,
Willian José,Bahia,247,br BRA,FW,33.0,1991,10,6,492,5.5,2,1,3,1,1,1,1,0,2.6,1.8,1.6,3.4,2,8,22,0.37,0.18,0.55,0.18,0.37,0.47,0.30,0.77,0.33,0.63,Matches,Brazil,stats_standard,5.5,103,130,79.2,1381,283,62,70,88.6,29,36,80.6,4,6,66.7,1,1.6,0.6,-0.6,10,4,3,0,8,Matches,2,14,6,42.9,2.56,1.10,0.07,0.17,17.4,3,1,1,0.13,-0.6,-0.8,Matches,180,9,27,72,82,28,179,5,4,80.0,1,20.0,96,287,68,2,2,2,11,8,118,22,Matches,19,3.48,14,0,2,3,0,0,1,0.18,1,0,0,0,0,0,Matches,130,126,4,0,1,0,1,0,0,0,0,0,103,0,3,Matches,,,,,,,,
Willian Machado,Ceará,287,br BRA,DF,28.0,1996,11,11,969,10.8,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,24,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Brazil,stats_standard,10.8,327,385,84.9,7137,2667,64,70,91.4,214,232,92.2,48,78,61.5,0,0.0,0.1,0.0,1,17,1,0,24,Matches,0,8,1,12.5,0.74,0.09,0.00,0.00,11.4,0,0,0,0.04,-0.3,-0.3,Matches,519,107,293,212,17,10,519,5,3,60.0,1,20.0,239,962,477,2,1,0,2,0,298,0,Matches,6,0.56,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,385,353,29,23,0,3,1,6,0,0,0,0,327,3,1,Matches,,,,,,,,
Willian Pacho,Paris S-G,428,ec ECU,DF,22.0,2001,28,23,2132,23.7,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,3,53,1,0.00,0.04,0.04,0.00,0.04,0.01,0.01,0.02,0.01,0.02,Matches,France,stats_standard,23.7,1865,1968,94.8,33030,9702,629,654,96.2,1134,1158,97.9,82,120,68.3,1,0.3,0.4,+0.7,3,69,1,0,53,Matches,0,4,1,25.0,0.17,0.04,0.00,0.00,8.5,0,0,0,0.08,-0.3,-0.3,Matches,2223,244,921,1269,43,8,2223,7,2,28.6,4,57.1,1399,5986,2592,3,3,0,15,4,1697,1,Matches,13,0.55,11,0,0,1,0,1,3,0.13,2,0,0,1,0,0,Matches,1968,1920,46,27,0,3,0,11,0,0,0,0,1865,2,7,Matches,,,,,,,,
Williot Swedberg,Celta Vigo,546,se SWE,"FW,MF",20.0,2004,32,15,1348,15.0,4,5,9,4,0,0,1,0,5.2,5.2,2.6,7.9,34,28,116,0.27,0.33,0.60,0.27,0.60,0.35,0.17,0.52,0.35,0.52,Matches,Spain,stats_standard,15.0,266,363,73.3,3749,737,161,196,82.1,75,100,75.0,14,24,58.3,5,2.6,2.2,+2.4,16,16,12,1,28,Matches,4,32,15,46.9,2.14,1.00,0.13,0.27,14.7,0,0,0,0.17,-1.2,-1.2,Matches,562,6,53,222,293,72,562,44,10,22.7,29,65.9,351,2103,1032,34,21,18,50,16,412,116,Matches,36,2.40,24,0,3,8,1,0,8,0.53,6,0,1,1,0,0,Matches,363,360,2,0,4,1,18,2,0,0,0,0,266,1,18,Matches,,,,,,,,
