Unnamed: 1_level_0_Player,Unnamed: 4_level_0_Squad,Unnamed: 0_level_0_Rk,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches,League_Unnamed: 37_level_1,Table_Unnamed: 38_level_1,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches,Unnamed: 23_level_0_A-xAG,Unnamed: 24_level_0_KP,Unnamed: 25_level_0_1/3,Unnamed: 26_level_0_PPA,Unnamed: 27_level_0_CrsPA,Unnamed: 28_level_0_Matches,Unnamed: 19_level_0_Matches,Unnamed: 27_level_0_Rec
Arnau Rafús,Valladolid,460,es ESP,GK,21.0,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,1.0,33,43,76.7,1001,672,4,4,100.0,20,21,95.2,9,17,52.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,43,39,43,0,0,0,43,0,0,,0,,22,97,61,0,0,0,0,0,27,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,43,35,8,3,0,0,0,0,0,0,0,0,33,0,1,Matches,,,,,,,,
Arnau Solà,Villarreal,532,es ESP,MF,21.0,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,0.1,1,2,50.0,11,3,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,3,0,2,0,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,2,0,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,,,,,,,,
Arnau Tenas,Paris S-G,519,es ESP,GK,23.0,2001,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,1.00,1.00,0.00,1.00,0.00,0.21,0.21,0.00,0.21,Matches,France,stats_standard,1.0,31,32,96.9,757,538,9,9,100.0,13,13,100.0,9,10,90.0,1,0.2,0.1,+0.8,2,2,1,0,1,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,33,22,30,3,0,0,33,0,0,,0,,28,153,120,0,0,0,0,0,21,0,Matches,2,2.00,2,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0,Matches,,,,,,,,
Arnaud Kalimuendo,Rennes,259,fr FRA,"FW,MF",22.0,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2.0,10.9,50,72,167,0.59,0.10,0.70,0.42,0.52,0.52,0.07,0.59,0.31,0.38,Matches,France,stats_standard,28.6,477,605,78.8,7080,1245,254,305,83.3,150,179,83.8,33,40,82.5,3,2.0,2.1,+1.0,19,36,14,1,72,Matches,17,68,29,42.6,2.37,1.01,0.18,0.41,16.7,1,5,8,0.13,+2.1,+3.1,Matches,885,18,74,432,392,126,877,62,21,33.9,39,62.9,521,2746,1273,50,30,27,59,59,684,167,Matches,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0,Matches,605,549,53,4,3,5,13,1,0,0,0,0,477,3,24,Matches,,,,,,,,
Arnaud Nordin,Mainz 05,308,fr FRA,"DF,MF",26.0,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3,1,15,0.00,0.00,0.00,0.00,0.00,0.03,0.51,0.54,0.03,0.54,Matches,Germany,stats_standard,0.9,34,48,70.8,478,122,22,29,75.9,9,14,64.3,1,3,33.3,0,0.5,0.4,-0.5,3,2,0,0,1,Matches,0,1,0,0.0,1.13,0.00,0.00,,25.1,0,0,0,0.02,0.0,0.0,Matches,68,3,9,20,39,7,68,5,1,20.0,3,60.0,34,213,58,3,1,3,5,3,42,15,Matches,4,4.50,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,48,39,9,2,0,1,9,6,1,0,1,0,34,0,2,Matches,,,,,,,,
Arnaud Nordin,Montpellier,402,fr FRA,FW,26.0,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.31,0.08,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26,Matches,France,stats_standard,13.0,232,332,69.9,3260,583,148,184,80.4,65,92,70.7,11,22,50.0,1,0.9,1.1,+0.1,15,6,12,6,23,Matches,4,26,11,42.3,2.01,0.85,0.12,0.27,18.2,0,1,2,0.10,-0.1,+0.5,Matches,499,6,63,190,259,49,497,51,23,45.1,23,45.1,323,2372,1247,51,21,22,37,14,359,111,Matches,30,2.32,21,0,3,3,2,1,3,0.23,3,0,0,0,0,0,Matches,332,316,13,3,3,0,35,8,0,0,0,0,232,3,15,Matches,,,,,,,,
Arnaut Danjuma,Girona,155,nl NED,"FW,MF",27.0,1997,25,15,1335,14.8,2,0,2,2,0,0,2,0,3.6,3.6,1.7,5.3,91,41,185,0.13,0.00,0.13,0.13,0.13,0.24,0.11,0.35,0.24,0.35,Matches,Spain,stats_standard,14.8,318,438,72.6,5448,1472,160,185,86.5,119,156,76.3,31,61,50.8,0,1.7,2.3,-1.7,22,17,24,8,41,Matches,2,30,14,46.7,2.02,0.94,0.07,0.14,16.0,1,0,0,0.12,-1.6,-1.6,Matches,588,9,60,144,389,81,588,67,24,35.8,35,52.2,394,3594,2010,91,42,38,33,11,441,185,Matches,40,2.70,26,6,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches,438,391,44,2,1,2,76,6,30,21,6,0,318,3,23,Matches,,,,,,,,
Arnaut Danjuma,Villarreal,154,nl NED,FW,27.0,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,4,1,17,0.90,0.00,0.90,0.90,0.90,0.37,0.01,0.38,0.37,0.38,Matches,Spain,stats_standard,2.2,23,30,76.7,359,40,11,15,73.3,10,12,83.3,1,2,50.0,0,0.0,0.0,0.0,1,1,0,0,1,Matches,2,6,3,50.0,2.70,1.35,0.33,0.67,13.9,0,0,0,0.14,+1.2,+1.2,Matches,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17,Matches,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30,28,2,0,0,1,0,0,0,0,0,0,23,0,1,Matches,,,,,,,,
Arne Engels,Augsburg,116,be BEL,"MF,FW",20.0,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches,Germany,stats_standard,0.9,19,27,70.4,195,57,14,16,87.5,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,0,3,1,33.3,3.42,1.14,0.00,0.00,13.1,0,0,0,0.14,-0.4,-0.4,Matches,32,1,1,14,17,2,32,1,0,0.0,1,100.0,17,75,38,1,3,0,0,0,24,5,Matches,1,1.14,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,27,24,3,0,0,0,4,0,2,2,0,0,19,0,1,Matches,,,,,,,,
Arne Engels,Celtic,97,be BEL,MF,20.0,2003,34,25,2121,23.6,9,6,15,2,7,7,2,0,,,,,,,,0.38,0.25,0.64,0.08,0.34,,,,,,,Scotland,stats_standard,23.6,,,,,,,,,,,,,,,6,,,,,,,,,,9,65,20,30.8,2.76,0.85,0.03,0.10,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,207,,,,,,,,,Matches,,,,,,Matches,Matches,
Arne Maier,Augsburg,253,de GER,MF,25.0,1999,28,7,938,10.4,0,0,0,0,0,0,0,1,1.5,1.5,1.5,3.0,19,44,56,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29,Matches,Germany,stats_standard,10.4,450,588,76.5,7914,2094,204,238,85.7,183,218,83.9,52,95,54.7,0,1.5,2.6,-1.5,25,40,10,3,44,Matches,0,18,6,33.3,1.73,0.58,0.00,0.00,24.3,3,0,0,0.08,-1.5,-1.5,Matches,699,16,103,327,275,21,699,16,7,43.8,9,56.3,390,1740,823,19,18,5,21,9,451,56,Matches,44,4.23,25,17,0,2,0,0,4,0.38,1,2,0,1,0,0,Matches,588,511,75,24,2,3,67,0,46,15,23,0,450,2,17,Matches,,,,,,,,
Arno Verschueren,Sparta R'dam,502,be BEL,MF,27.0,1997,20,20,1658,18.4,1,2,3,1,0,0,3,0,3.4,3.4,2.3,5.6,36,52,103,0.05,0.11,0.16,0.05,0.16,0.18,0.12,0.31,0.18,0.31,Matches,Netherlands,stats_standard,18.4,357,520,68.7,5091,1502,204,256,79.7,122,163,74.8,19,44,43.2,2,2.3,2.3,-0.3,26,50,17,7,52,Matches,1,42,10,23.8,2.28,0.54,0.02,0.10,15.5,1,0,0,0.08,-2.4,-2.4,Matches,749,33,126,336,295,80,749,16,5,31.3,11,68.8,357,1695,863,36,13,13,38,9,443,103,Matches,42,2.28,35,0,2,4,0,1,4,0.22,3,0,0,1,0,0,Matches,520,505,13,1,3,2,24,3,0,0,0,0,357,2,31,Matches,,,,,,,,
Arno Verschueren,Twente,503,be BEL,"MF,FW",27.0,1997,14,1,358,4.0,0,0,0,0,0,0,3,0,0.9,0.9,0.2,1.1,6,16,23,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.27,0.23,0.27,Matches,Netherlands,stats_standard,4.0,88,120,73.3,1373,385,50,63,79.4,28,35,80.0,8,12,66.7,0,0.2,0.2,-0.2,5,7,6,0,16,Matches,0,11,1,9.1,2.77,0.25,0.00,0.00,18.2,0,0,0,0.08,-0.9,-0.9,Matches,188,11,42,78,68,16,188,5,1,20.0,4,80.0,81,386,133,6,6,1,10,5,107,23,Matches,14,3.52,11,0,0,2,0,1,4,1.01,2,0,0,1,0,1,Matches,120,119,0,0,0,2,2,0,0,0,0,0,88,1,3,Matches,,,,,,,,
Aron Dønnum,Toulouse,183,no NOR,"DF,MF",26.0,1998,32,31,2689,29.9,2,2,4,2,0,0,6,0,2.1,2.1,4.6,6.7,94,126,142,0.07,0.07,0.13,0.07,0.13,0.07,0.15,0.22,0.07,0.22,Matches,France,stats_standard,29.9,880,1213,72.5,16244,5509,412,476,86.6,340,446,76.2,118,216,54.6,2,4.6,5.6,-2.6,45,73,50,14,126,Matches,2,31,5,16.1,1.04,0.17,0.06,0.40,19.7,0,0,0,0.07,-0.1,-0.1,Matches,1542,58,318,693,560,72,1542,104,47,45.2,48,46.2,862,5805,3249,94,52,26,44,38,913,142,Matches,92,3.08,60,19,3,6,3,1,11,0.37,8,2,0,1,0,0,Matches,1213,1013,190,31,7,26,117,127,32,23,5,0,880,10,42,Matches,,,,,,,,
Arouna Sangante,Le Havre,473,sn SEN,DF,22.0,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.00,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,Matches,France,stats_standard,13.8,693,796,87.1,13010,4432,225,249,90.4,418,444,94.1,44,89,49.4,0,0.1,0.1,-0.1,3,47,3,1,48,Matches,3,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0,0,0,0.14,+2.0,+2.0,Matches,949,95,450,458,48,15,949,6,5,83.3,1,16.7,546,2731,1424,11,5,0,12,7,625,3,Matches,12,0.87,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,796,741,53,27,0,1,2,22,0,0,0,0,693,2,3,Matches,,,,,,,,
Arsen Zakharyan,Real Sociedad,598,ru RUS,"MF,FW",21.0,2003,3,1,73,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,0,3,4,1.23,0.00,1.23,1.23,1.23,0.24,0.12,0.36,0.24,0.36,Matches,Spain,stats_standard,0.8,28,33,84.8,451,106,17,20,85.0,6,7,85.7,4,5,80.0,0,0.1,0.1,-0.1,1,3,1,0,3,Matches,1,4,2,50.0,4.93,2.47,0.25,0.50,22.7,0,0,0,0.05,+0.8,+0.8,Matches,44,1,8,21,15,2,44,1,1,100.0,0,0.0,21,67,19,0,1,0,1,0,36,4,Matches,6,7.40,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,33,32,1,0,2,1,1,0,1,1,0,0,28,0,0,Matches,,,,,,,,
Artem Dovbyk,Roma,178,ua UKR,FW,27.0,1997,32,27,2418,26.9,12,2,14,10,2,2,0,0,11.9,10.3,2.4,12.7,24,16,175,0.45,0.07,0.52,0.37,0.45,0.44,0.09,0.53,0.38,0.47,Matches,Italy,stats_standard,26.9,321,433,74.1,3515,432,212,275,77.1,62,80,77.5,5,6,83.3,2,2.4,1.5,-0.4,25,17,4,0,16,Matches,12,61,25,41.0,2.27,0.93,0.16,0.40,13.7,0,2,2,0.17,+0.1,-0.3,Matches,654,15,29,261,365,145,652,18,7,38.9,11,61.1,355,1332,447,24,10,14,79,33,504,175,Matches,52,1.94,43,0,4,4,1,0,6,0.22,3,0,2,1,0,0,Matches,433,394,35,0,2,0,1,1,0,0,0,0,321,4,11,Matches,,,,,,,,
Arthur,Leverkusen,18,br BRA,DF,21.0,2003,20,7,752,8.4,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,15,25,53,0.00,0.12,0.12,0.00,0.12,0.01,0.04,0.05,0.01,0.05,Matches,Germany,stats_standard,8.4,306,388,78.9,4578,1255,183,194,94.3,105,143,73.4,11,25,44.0,1,0.4,1.0,+0.6,2,20,7,1,25,Matches,0,1,0,0.0,0.12,0.00,0.00,,15.8,0,0,0,0.06,-0.1,-0.1,Matches,508,15,119,220,173,13,508,24,5,20.8,19,79.2,242,1264,698,15,14,2,13,6,309,53,Matches,7,0.84,7,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,388,342,45,1,0,0,16,44,0,0,0,0,306,1,13,Matches,,,,,,,,
Arthur,Sport Recife,35,br BRA,FW,22.0,2003,6,1,200,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,1,1,11,0.00,0.00,0.00,0.00,0.00,0.14,0.13,0.27,0.14,0.27,Matches,Brazil,stats_standard,2.2,26,30,86.7,348,42,16,18,88.9,9,10,90.0,0,0,,0,0.3,0.1,-0.3,8,1,0,0,1,Matches,0,4,0,0.0,1.80,0.00,0.00,,13.9,0,0,0,0.08,-0.3,-0.3,Matches,52,0,0,24,29,12,52,0,0,,0,,35,151,46,1,2,0,8,4,40,11,Matches,9,4.05,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,30,26,4,0,0,0,0,0,0,0,0,0,26,0,1,Matches,,,,,,,,
Arthur Atta,Udinese,26,fr FRA,"MF,FW",21.0,2003,27,12,1251,13.9,0,1,1,0,0,0,5,0,1.3,1.3,1.4,2.8,31,57,77,0.00,0.07,0.07,0.00,0.07,0.10,0.10,0.20,0.10,0.20,Matches,Italy,stats_standard,13.9,509,633,80.4,7890,1920,271,313,86.6,184,208,88.5,30,54,55.6,1,1.4,1.4,-0.4,18,42,8,2,57,Matches,0,26,7,26.9,1.87,0.50,0.00,0.00,20.6,0,0,0,0.05,-1.3,-1.3,Matches,813,21,125,417,289,39,813,61,27,44.3,30,49.2,515,3228,1219,31,31,10,34,22,593,77,Matches,46,3.31,40,2,1,2,1,0,2,0.14,0,0,0,2,0,0,Matches,633,609,22,6,1,5,24,11,3,1,2,0,509,2,22,Matches,,,,,,,,
Arthur Cabral,Benfica,89,br BRA,FW,26.0,1998,21,2,376,4.2,2,0,2,2,0,1,2,0,2.1,1.3,1.4,2.7,4,1,30,0.48,0.00,0.48,0.48,0.48,0.51,0.34,0.85,0.32,0.66,Matches,Portugal,stats_standard,4.2,44,60,73.3,542,66,27,34,79.4,13,19,68.4,0,1,0.0,0,1.4,0.5,-1.4,5,1,1,0,1,Matches,2,18,9,50.0,4.31,2.15,0.11,0.22,16.8,0,0,1,0.07,-0.1,+0.7,Matches,127,4,8,30,91,31,126,16,5,31.3,10,62.5,77,352,92,4,1,2,14,6,94,30,Matches,8,1.91,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,60,60,0,0,0,0,0,0,0,0,0,0,44,0,0,Matches,,,,,,,,
Arthur Chaves,Hoffenheim,79,br BRA,DF,23.0,2001,26,24,2185,24.3,1,0,1,1,0,0,8,0,0.8,0.8,0.1,0.9,10,57,13,0.04,0.00,0.04,0.04,0.04,0.03,0.00,0.04,0.03,0.04,Matches,Germany,stats_standard,24.3,966,1177,82.1,16519,5535,378,416,90.9,500,555,90.1,55,136,40.4,0,0.1,0.4,-0.1,5,66,1,0,57,Matches,1,10,2,20.0,0.41,0.08,0.10,0.50,12.6,0,0,0,0.08,+0.2,+0.2,Matches,1513,174,670,746,111,22,1513,10,3,30.0,6,60.0,740,2893,1314,10,17,0,11,11,919,13,Matches,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0,Matches,1177,1128,46,31,0,4,8,14,0,0,0,0,966,3,22,Matches,,,,,,,,
Arthur Desmas,Le Havre,154,fr FRA,GK,30.0,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,France,stats_standard,18.0,411,522,78.7,10272,6469,83,83,100.0,228,231,98.7,99,205,48.3,0,0.0,0.0,0.0,1,7,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,561,458,556,5,0,0,561,0,0,,0,,296,1746,1078,0,0,0,2,0,254,0,Matches,3,0.17,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,522,365,156,39,0,1,0,0,0,0,0,0,411,1,0,Matches,,,,,,,,
Arthur Melo,Girona,364,br BRA,MF,27.0,1996,15,10,941,10.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,24,70,17,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,Spain,stats_standard,10.5,668,723,92.4,12132,2545,256,270,94.8,341,361,94.5,61,74,82.4,0,0.2,0.6,-0.2,5,70,4,1,70,Matches,0,6,1,16.7,0.57,0.10,0.00,0.00,26.0,1,0,0,0.03,-0.2,-0.2,Matches,806,31,174,488,150,2,806,14,8,57.1,3,21.4,539,3605,1684,24,18,0,10,9,625,17,Matches,15,1.43,13,0,0,1,0,1,1,0.10,0,0,0,1,0,0,Matches,723,701,20,16,0,0,7,3,1,1,0,0,668,2,7,Matches,,,,,,,,
Arthur Theate,Eint Frankfurt,429,be BEL,DF,24.0,2000,31,31,2704,30.0,0,0,0,0,0,0,6,1,2.4,2.4,1.0,3.4,50,171,24,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches,Germany,stats_standard,30.0,1539,1863,82.6,28003,10918,631,679,92.9,735,845,87.0,149,283,52.7,0,1.0,1.7,-1.0,13,184,22,5,171,Matches,0,36,9,25.0,1.20,0.30,0.00,0.00,19.2,1,0,0,0.07,-2.4,-2.4,Matches,2230,237,902,1134,213,33,2230,13,10,76.9,3,23.1,1321,6297,3611,50,36,1,21,7,1431,24,Matches,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0,Matches,1863,1694,164,39,7,13,26,97,0,0,0,0,1539,5,18,Matches,,,,,,,,
Arthur Vermeeren,RB Leipzig,457,be BEL,MF,19.0,2005,28,18,1572,17.5,0,2,2,0,0,0,7,0,0.4,0.4,0.9,1.3,14,77,20,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.07,0.02,0.07,Matches,Germany,stats_standard,17.5,821,953,86.1,12663,3480,407,464,87.7,353,390,90.5,30,43,69.8,2,0.9,1.3,+1.1,12,71,6,0,77,Matches,0,4,1,25.0,0.23,0.06,0.00,0.00,17.9,0,0,0,0.09,-0.4,-0.4,Matches,1109,46,250,669,201,6,1109,15,6,40.0,9,60.0,536,2174,992,14,16,1,19,12,753,20,Matches,28,1.60,27,0,0,0,0,1,2,0.11,2,0,0,0,0,0,Matches,953,940,12,9,2,1,3,2,0,0,0,0,821,1,18,Matches,,,,,,,,
Artur,Botafogo (RJ),36,br BRA,"FW,MF",27.0,1998,10,9,777,8.6,2,3,5,2,0,0,1,0,1.8,1.8,0.7,2.5,32,31,84,0.23,0.35,0.58,0.23,0.58,0.21,0.08,0.29,0.21,0.29,Matches,Brazil,stats_standard,8.6,204,264,77.3,3245,860,105,120,87.5,82,105,78.1,10,23,43.5,3,0.7,1.3,+2.3,12,16,12,3,31,Matches,2,16,6,37.5,1.85,0.69,0.13,0.33,19.8,0,0,0,0.11,+0.2,+0.2,Matches,356,0,25,135,204,42,356,36,17,47.2,17,47.2,218,1334,757,32,15,15,18,11,252,84,Matches,35,4.06,30,1,1,1,2,0,4,0.46,4,0,0,0,0,0,Matches,264,249,15,1,1,1,21,6,8,5,1,0,204,0,3,Matches,,,,,,,,
Artur Jorge Marques Amorim,Farense,18,pt POR,DF,29.0,1994,19,15,1281,14.2,0,1,1,0,0,0,9,0,0.9,0.9,0.3,1.2,1,22,1,0.00,0.07,0.07,0.00,0.07,0.07,0.02,0.09,0.07,0.09,Matches,Portugal,stats_standard,14.2,374,466,80.3,8390,3097,75,87,86.2,231,256,90.2,66,117,56.4,1,0.3,0.4,+0.7,3,19,3,1,22,Matches,0,8,1,12.5,0.56,0.07,0.00,0.00,15.2,0,0,0,0.12,-0.9,-0.9,Matches,625,94,409,202,18,9,625,0,0,,0,,257,1145,478,1,2,0,10,1,327,1,Matches,9,0.63,7,1,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,466,425,40,31,0,5,3,9,0,0,0,0,374,1,2,Matches,,,,,,,,
Arturo Rodríguez,Las Palmas,483,es ESP,FW,17.0,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Spain,stats_standard,0.2,5,7,71.4,56,0,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,11,0,0,3,8,2,11,1,0,0.0,1,100.0,7,37,11,1,0,1,0,0,8,2,Matches,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7,7,0,0,0,0,2,0,0,0,0,0,5,0,0,Matches,,,,,,,,
Arvid Brorsson,Monza,82,se SWE,DF,25.0,1999,6,3,362,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Italy,stats_standard,4.0,224,247,90.7,4098,1147,74,81,91.4,135,142,95.1,12,20,60.0,0,0.0,0.0,0.0,0,5,0,0,9,Matches,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,Matches,303,56,201,93,10,0,303,1,1,100.0,0,0.0,185,749,364,1,1,0,1,1,202,1,Matches,1,0.25,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,247,236,10,7,0,0,0,1,0,0,0,0,224,1,0,Matches,,,,,,,,
Arvin Appiah,Nacional,21,eng ENG,"DF,FW",23.0,2001,26,16,1384,15.4,0,0,0,0,0,0,3,0,0.9,0.9,0.8,1.6,33,36,67,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches,Portugal,stats_standard,15.4,399,521,76.6,6291,2026,205,238,86.1,164,208,78.8,23,45,51.1,0,0.8,0.7,-0.8,7,28,8,4,36,Matches,0,15,4,26.7,0.98,0.26,0.00,0.00,20.0,0,0,0,0.06,-0.9,-0.9,Matches,704,33,202,324,183,24,704,31,12,38.7,12,38.7,368,2066,1045,33,15,11,38,15,389,67,Matches,27,1.76,15,1,1,5,4,1,0,0.00,0,0,0,0,0,0,Matches,521,415,104,5,0,1,24,98,1,0,0,0,399,2,16,Matches,,,,,,,,
Asher Agbinone,Crystal Palace,7,eng ENG,MF,18.0,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.29,0.50,0.79,0.29,0.79,Matches,England,stats_standard,0.1,2,3,66.7,32,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches,0,1,0,0.0,15.00,0.00,0.00,,26.3,0,0,0,0.02,0.0,0.0,Matches,8,0,0,2,6,0,8,2,0,0.0,1,50.0,5,53,23,2,0,0,0,1,5,1,Matches,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches,,,,,,,,
