Player,Team,Age,CosineSimilarity,AutoencoderSimilarity,KMeansScore,EuclideanSimilarity,ManhattanSimilarity,FinalScore
Miguel Reisinho,Boavista,25.0,0.19526045011439763,0.56217676,0.2773389827756957,0.35782284,0.4189193323216882,0.3543391432640441
Jens Odgaard,Bologna,25.0,0.11216868471244135,0.5492999,0.36799548733479753,0.26149127,0.3957150642129414,0.3542777655041904
Oskar Zawada,RKC Waalwijk,28.0,0.2777016239296624,0.5297652,0.2701056434064172,0.33089554,0.3322152682200533,0.348829679773645
Matthis Abline,Nantes,21.0,0.11644547862830062,0.49422085,0.3986220326161299,0.25231996,0.3706865333476302,0.34866267024019154
Cisse Sandra,Willem II,20.0,0.12385004284169632,0.54159147,0.32192361105519146,0.32463908,0.42556826889724764,0.34786187389117046
Patrick Cutrone,Como,26.0,0.17070076512696086,0.4764738,0.385377745134714,0.2522297,0.3442251895240256,0.3477863050198511
Josué Casimir,Le Havre,22.0,0.18108190704917393,0.41532147,0.44028478047376335,0.17688733,0.35213224584877006,0.3470483809441622
Vinícius,Santa Clara,25.0,0.19668152369445235,0.46633446,0.3641257020560897,0.2229694,0.3812834175220737,0.34378919866002333
Ange-Yoan Bonny,Parma,20.0,0.12278942875575344,0.4771639,0.3856839269782708,0.252957,0.39240732448488874,0.34337466937374
Christantus Uche,Getafe,21.0,0.07634154613978456,0.5068364,0.3848820564089819,0.25777432,0.3970843886479803,0.3421720044877483
Evanilson,Bournemouth,24.0,0.24614409093422046,0.46697223,0.3279319554769549,0.26650074,0.33287151388002206,0.3406852868274071
Emanuel Emegha,Strasbourg,21.0,0.3486918207060379,0.46706426,0.28411903220460927,0.2782047,0.2653188542878061,0.3402984478749209
Jørgen Strand Larsen,Wolves,24.0,0.2568333601552548,0.4948725,0.2827601558763238,0.27435482,0.3871208651336547,0.34019842225773833
Dany Mota,Monza,26.0,0.04240985271424036,0.52544874,0.37556750519657556,0.26627475,0.4183262037726813,0.3397528780168803
Alfonso Trezza,Arouca,25.0,0.09716408964814677,0.52321374,0.3517813666146681,0.26804486,0.34094503559989164,0.33425872213525104
Jon Guridi,Alavés,29.0,0.1120293089789729,0.5309553,0.3117692498188077,0.29100102,0.4037062233810932,0.3337346535333343
Sami Ouaissa,NEC Nijmegen,19.0,0.20217665726457912,0.4447865,0.387598282319142,0.17243667,0.2890165272139344,0.3334366718128322
Kornelius Hansen,Almere City,23.0,0.08202779730905801,0.49971837,0.3628593742542255,0.27951938,0.3566517632013095,0.33195304781576224
Jorg Schreuders,Groningen,19.0,0.1918475191985754,0.43861067,0.3727556483301997,0.18611045,0.3149631111857166,0.3285940056658231
Lorenzo Colombo,Empoli,22.0,0.07542680061078788,0.49094886,0.3462820489407159,0.27562094,0.3932378661491531,0.3259071726878824
Johannes Eggestein,St. Pauli,26.0,0.06087853980122804,0.5005647,0.3423730844262705,0.27481416,0.3796658869744092,0.3225954660483662
Che Adams,Torino,28.0,0.08248907258673882,0.5153788,0.314119796467354,0.29078692,0.3783340981597201,0.32219653859780156
Nicolás Domínguez,Nott'ham Forest,26.0,0.18122604109859375,0.5170986,0.23566895651423148,0.3181938,0.36989858873411324,0.31681323410110407
Rúnar Þór Sigurgeirsson,Willem II,24.0,0.11040587826819126,0.498285,0.27048278173091034,0.2966737,0.42814361922474103,0.3138031282295985
Artem Dovbyk,Roma,27.0,0.18325128439916033,0.45221126,0.3024489580954154,0.25870195,0.3091065356065861,0.3123410556314214
Tobias Lauritsen,Sparta R'dam,26.0,0.17685077961407103,0.4378575,0.30454727783369806,0.25611898,0.31907117241987976,0.3089450955019401
Gorka Guruzeta,Athletic Club,27.0,0.15436909872835658,0.45993602,0.2783519058378863,0.27764517,0.31103815621183656,0.3021493259136571
Hugo Duro,Valencia,24.0,0.15009939096434094,0.4813906,0.249270184415608,0.27904665,0.3627841234281833,0.3017951690377676
Oliver McBurnie,Las Palmas,28.0,0.12182110133306406,0.43131173,0.3111804117270934,0.25125977,0.3342664460671483,0.2996579191348948
Mikel Oyarzabal,Real Sociedad,27.0,0.08022180318766642,0.4296695,0.31893470142624675,0.24037221,0.36262281044070904,0.29538838347674334
Elías Már Ómarsson,NAC Breda,29.0,0.10115455671204782,0.4576549,0.2738537939154463,0.26171866,0.3313834050408386,0.28980366987083217
Giuseppe Pezzella,Empoli,26.0,0.12732884006037076,0.41370195,0.2964202059653562,0.22122723,0.34941054876095906,0.2897021068337212
Roberto Piccoli,Cagliari,23.0,0.07256805400201294,0.49032825,0.25882184900367705,0.29903868,0.31499084986893766,0.28908627423075955
Kiko Bondoso,Rio Ave,28.0,0.029987692995640358,0.44073093,0.31854405719413476,0.23489943,0.3737801229379378,0.2885386460287193
Morten Thorsby,Genoa,28.0,0.09862656013959942,0.4602545,0.2619338090923089,0.27408943,0.3361429250776759,0.2874890028920984
Thom van Bergen,Groningen,20.0,0.07602599480516092,0.40620208,0.3253018028218438,0.21694615,0.3433223115641257,0.28663819605477425
Lorenzo Lucca,Udinese,23.0,0.1539780307802241,0.40859765,0.2617813905135423,0.23964977,0.348243984955645,0.2833578802591665
Dylan Vente,Zwolle,25.0,0.12578420024828174,0.42981642,0.26444672006725534,0.23596518,0.3427628933702272,0.28304010536356083
Róbert Boženík,Boavista,24.0,0.0618642446744731,0.4930213,0.2345013813592703,0.30764544,0.2911742792860527,0.2775856320658766
Isaac Romero,Sevilla,24.0,0.023190760356112394,0.44016987,0.2992159894623268,0.2526861,0.3146128536837452,0.276136113894267
Andrea Pinamonti,Genoa,25.0,0.08756406093943764,0.42424202,0.2661773645812828,0.24432467,0.3434524756282373,0.2755131095642098
Ezequiel Bullaude,Fortuna Sittard,23.0,0.052200215322601606,0.4381411,0.26845712965463453,0.25156978,0.36237715684968563,0.27533000953618275
Santiago Pierotti,Lecce,23.0,0.030085291072711295,0.36867017,0.3411758680497334,0.18841913,0.3834191291821429,0.274779979304807
Thomas Robinet,Almere City,27.0,0.060511304093166074,0.40771317,0.25749271564542464,0.24669056,0.30814800489110594,0.25963686224691357
Amin Sarr,Hellas Verona,23.0,0.021330990879858236,0.35405898,0.31242652374493857,0.18280664,0.334211157689537,0.2538320069499679
Kyan Vaesen,Willem II,23.0,0.022350608990430343,0.4486814,0.21739346197579135,0.27268898,0.29074059071858976,0.24907114569798763
Jochem van de Kamp,Almere City,20.0,0.13503311454878714,0.33890456,0.21602320081215445,0.20765586,0.3146313506724568,0.23956960398917293
Kikas,Estrela,25.0,0.03616203867923623,0.3655296,0.25290668821363993,0.2112004,0.2987792339166577,0.2381301109498454
Rasmus Højlund,Manchester Utd,21.0,0.0,0.29141396,0.23981627284274962,0.18155755,0.236506596331558,0.19859560131354012
Nicolas-Gerrit Kühn,Celtic,24.0,0.2635023835329828,0.097327396,0.054529039577323496,0.056298584,0.009292974729449927,0.10267664556773591
Cyriel Dessers,Rangers,29.0,0.26391721859846046,0.106289074,0.03203551391182327,0.05151474,0.05572306036319667,0.10129192246409888
Daizen Maeda,Celtic,26.0,0.2300297385440344,0.05567056,0.04698849101177506,0.034446348,0.01598093861232445,0.0814122881193484
Lawrence Shankland,Hearts,28.0,0.14066326344524427,0.10409255,0.045832542744050166,0.060160086,0.015416181425338312,0.07775480766237491
Kevin Nisbet,Aberdeen,27.0,0.18142729866078544,0.04490845,0.048917100808538075,0.0313316,0.014574289645266861,0.06922414607241681
Hamza Igamane,Rangers,21.0,0.1914646864269769,0.055198282,0.0343120676097898,0.027260931,0.022602525795861552,0.06908807719669775
Václav Černý,Rangers,26.0,0.17057910360210343,0.052712873,0.04388945674440479,0.030108513,0.006513437211380162,0.06631754378925486
Noah Chilvers,Ross County,23.0,0.09036668658624097,0.091364086,0.025216402374782093,0.052064143,0.03125321987375587,0.05807183605275775
Ronan Hale,Ross County,25.0,0.15200785542241552,0.052828997,0.02503804005986539,0.024632828,0.0,0.0548354172332783
Sam Dalby,Dundee United,24.0,0.14593631722252148,0.020445824,0.0330185979219075,0.013051844,0.023065537176248485,0.04946696679563644
Glenn Middleton,Dundee United,24.0,0.07329865940601488,0.08183934,0.011902396857924068,0.04496061,0.03966145019195842,0.047747611530035206
Toyosi Olusanya,St Mirren,26.0,0.11421365346388901,0.03150317,0.029472315928072767,0.021244042,0.029090863133327382,0.04606732456497377
Makenzie Kirk,St Johnstone,20.0,0.1243463859588061,0.019178092,0.027650923501226377,0.012244091,0.026154668881134355,0.0431814996320007
Adama Sidibeh,St Johnstone,26.0,0.08270583336015719,0.07281616,0.010638996633407628,0.036870748,0.010128269720732419,0.043168758164760755
Fraser Murray,Kilmarnock,25.0,0.07201220688470006,0.056705162,0.01267628000183623,0.033306733,0.03775762266869911,0.04012186545067945
Luca Stephenson,Dundee United,20.0,0.060274315101657594,0.05030276,0.0,0.029637031,0.05491145509839935,0.0330854013591128
Scott Tiffoney,Dundee,25.0,0.09418853089911983,0.010117352,0.012928466197487033,0.008012031,0.050891406619247105,0.031782351145215416
Tom Sparrow,Motherwell,21.0,0.10567195979438349,0.0,0.007906722543816221,0.0,0.0524278548621116,0.029144530335423538
